id,odasalon,brut,net,kati,yasi,isinma,esyali,kredi,tapu,banyo,fiyat,ilce
1934,2 + 1,120.0,110 ,3. Kat,29 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,580.000 TL,Fatih
1935,2 + 1,101.0,100 ,3. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,475.000 TL,Fatih
1936,1 + 1,75.0,65 ,Yüksek Giriş,30 Yaşında,Soba,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,270.000 TL,Fatih
1937,2 + 1,90.0,90 ,Bahçe Katı,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,350.000 TL,Fatih
1938,1 + 1,75.0,65 ,1. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,250.000 TL,Fatih
1939,3 + 1,150.0,145 ,4. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,650.000 TL,Fatih
1940,3 + 1,120.0,110 ,4. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,600.000 TL,Fatih
1941,2 + 1,85.0,80 ,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Fatih
1942,2 + 1,85.0,80 ,Kot 1,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,600.000 TL,Fatih
1943,2 + 1,85.0,80 ,2. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,380.000 TL,Fatih
1944,2 + 1,70.0,65 ,4. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,420.000 TL,Fatih
1945,2 + 1,90.0,85 ,Yarı Bodrum,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,265.000 TL,Fatih
2064,3 + 1,117.0,115 ,3. Kat,29 Yaşında,Kombi,Eşyalı Değil,Uygun,Arsa,1,395.000 TL,Güngören
2065,2 + 1,130.0,Belirtilmemiş,5. Kat,45 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,470.000 TL,Güngören
2066,3 + 2,150.0,140 ,4. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,635.000 TL,Güngören
2067,2 + 1,82.0,80 ,Yüksek Giriş,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,259.000 TL,Güngören
2068,2 + 1,90.0,85 ,4. Kat,32 Yaşında,Isıtma Yok,Eşyalı Değil,Uygun,Kat İrtifakı,1,260.000 TL,Güngören
2069,2 + 1,90.0,85 ,Bahçe Katı,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,330.000 TL,Güngören
2070,2 + 1,110.0,100 ,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,410.000 TL,Güngören
2071,3 + 1,170.0,145 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,515.000 TL,Güngören
2072,2 + 1,95.0,90 ,3. Kat,29 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,370.000 TL,Güngören
2073,3 + 1,140.0,120 ,5. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,390.000 TL,Güngören
2074,2 + 2,170.0,160 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,750.000 TL,Güngören
2075,3 + 1,140.0,135 ,En Üst Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,800.000 TL,Güngören
2076,3 + 1,169.0,150 ,Bahçe Katı,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.450.000 TL,Güngören
2077,4 + 1,190.0,185 ,3. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.280.000 TL,Güngören
2078,2 + 1,95.0,90 ,Bahçe Katı,30 Yaşında,Soba,Eşyalı Değil,Uygun değil,Arsa,1,145.000 TL,Güngören
2079,3 + 1,130.0,114 ,7. Kat,36 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,520.000 TL,Güngören
2080,3 + 1,150.0,140 ,En Üst Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,565.000 TL,Güngören
2081,3 + 1,125.0,110 ,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,445.000 TL,Güngören
2082,2 + 1,95.0,90 ,4. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,250.000 TL,Güngören
2083,3 + 1,160.0,140 ,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,900.000 TL,Güngören
2084,3 + 1,115.0,110 ,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Güngören
2085,3 + 2,155.0,150 ,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,800.000 TL,Güngören
2086,2 + 1,115.0,110 ,3. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Güngören
2087,3 + 1,160.0,140 ,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,950.000 TL,Güngören
2088,3 + 1,120.0,110 ,Giriş Katı,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,570.000 TL,Güngören
2089,3 + 1,110.0,100 ,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,260.000 TL,Güngören
2090,2 + 1,100.0,90 ,Zemin,25 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,195.000 TL,Güngören
2091,3 + 1,130.0,120 ,4. Kat,31 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,590.000 TL,Güngören
2092,2 + 1,76.0,70 ,Bahçe Katı,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,215.000 TL,Güngören
2093,2 + 2,125.0,117 ,2. Kat,25 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,700.000 TL,Güngören
2094,1 + 1,60.0,50 ,Giriş Katı,29 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,220.000 TL,Güngören
2095,3 + 1,130.0,120 ,3. Kat,31 Yaşında,Kombi,Eşyalı Değil,Bilinmiyor,Kat İrtifakı,1,699.000 TL,Güngören
2096,3 + 1,150.0,135 ,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,365.000 TL,Güngören
2097,3 + 1,130.0,115 ,2. Kat,31 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,645.000 TL,Güngören
2098,2 + 1,90.0,90 ,Bahçe Katı,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,195.000 TL,Güngören
2099,3 + 1,110.0,95 ,4. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,525.000 TL,Güngören
2100,2 + 1,90.0,85 ,Bahçe Katı,23 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,195.000 TL,Güngören
2101,2 + 1,110.0,100 ,2. Kat,30 Yaşında,Klima,Eşyalı Değil,Bilinmiyor,Arsa,1,500.000 TL,Güngören
2102,2 + 1,136.0,Belirtilmemiş,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,970.000 TL,Güngören
2103,3 + 1,125.0,120 ,7. Kat,31 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,495.000 TL,Güngören
2104,2 + 1,100.0,90 ,Giriş Katı,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,258.000 TL,Güngören
2105,3 + 1,130.0,110 ,4. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,585.000 TL,Güngören
2106,3 + 1,120.0,110 ,4. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,550.000 TL,Güngören
2107,3 + 1,115.0,105 ,5. Kat,45 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,620.000 TL,Güngören
2108,3 + 1,120.0,110 ,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,575.000 TL,Güngören
2109,3 + 1,115.0,105 ,5. Kat,45 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,600.000 TL,Güngören
2110,3 + 1,125.0,115 ,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,480.000 TL,Güngören
2111,3 + 1,125.0,115 ,6. Kat,26 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,670.000 TL,Güngören
2112,2 + 1,110.0,90 ,Giriş Katı,40 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,480.000 TL,Güngören
2113,3 + 1,130.0,125 ,4. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,600.000 TL,Güngören
2114,3 + 1,120.0,110 ,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,390.000 TL,Güngören
2115,2 + 2,125.0,117 ,5. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,1,615.000 TL,Güngören
2116,2 + 1,110.0,100 ,Bahçe Katı,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,300.000 TL,Güngören
2117,3 + 1,120.0,115 ,4. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,550.000 TL,Güngören
2118,4 + 1,240.0,200 ,8. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,980.000 TL,Güngören
2119,4 + 1,170.0,158 ,8. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,745.000 TL,Güngören
2120,3 + 1,100.0,83 ,3. Kat,35 Yaşında,Klima,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Güngören
2121,1 + 1,66.0,60 ,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,1,535.000 TL,Güngören
2122,3 + 1,125.0,100 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,640.000 TL,Güngören
2123,4 + 1,175.0,150 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,515.000 TL,Güngören
2124,3 + 1,135.0,130 ,4. Kat,25 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,750.000 TL,Güngören
2125,4 + 2,170.0,150 ,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,480.000 TL,Güngören
2126,3 + 1,100.0,95 ,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,430.000 TL,Güngören
2127,1 + 1,45.0,41 ,5. Kat,40 Yaşında,Soba,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,240.000 TL,Güngören
2128,2 + 1,75.0,70 ,5. Kat,45 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,390.000 TL,Güngören
2129,1 + 1,75.0,65 ,Giriş Katı,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,220.000 TL,Güngören
2130,3 + 1,140.0,140 ,1. Kat,20 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,950.000 TL,Güngören
2131,4 + 1,160.0,150 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,430.000 TL,Güngören
2132,3 + 1,125.0,120 ,6. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,700.000 TL,Güngören
2133,2 + 1,90.0,80 ,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,475.000 TL,Güngören
2134,3 + 1,120.0,115 ,3. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,315.000 TL,Güngören
2135,2 + 1,90.0,85 ,5. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,250.000 TL,Güngören
2136,3 + 1,140.0,130 ,5. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,625.000 TL,Güngören
2137,3 + 1,125.0,125 ,5. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,520.000 TL,Güngören
2138,4 + 1,210.0,190 ,4. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,795.000 TL,Güngören
2139,2 + 1,90.0,80 ,2. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Güngören
2140,2 + 1,120.0,115 ,3. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Güngören
2141,3 + 1,140.0,130 ,Giriş Katı,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,290.000 TL,Güngören
2142,3 + 1,135.0,123 ,3. Kat,22 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,450.000 TL,Güngören
2143,3 + 1,110.0,100 ,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Güngören
2144,2 + 1,90.0,75 ,Bahçe Katı,45 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,260.000 TL,Güngören
2145,3 + 1,115.0,100 ,2. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,640.000 TL,Güngören
2146,2 + 1,90.0,85 ,1. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,313.000 TL,Güngören
2147,2 + 1,110.0,100 ,Giriş Katı,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,460.000 TL,Güngören
2148,3 + 1,130.0,125 ,4. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,450.000 TL,Güngören
2149,2 + 1,80.0,75 ,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Güngören
2150,3 + 1,135.0,125 ,6. Kat,19 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,330.000 TL,Güngören
2151,4 + 1,190.0,180 ,5. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,710.000 TL,Güngören
2152,3 + 1,140.0,140 ,1. Kat,18 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,950.000 TL,Güngören
2153,2 + 1,105.0,95 ,4. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,320.000 TL,Güngören
2154,2 + 1,80.0,80 ,4. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,1,400.000 TL,Güngören
2155,2 + 1,110.0,Belirtilmemiş,4. Kat,27 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,320.000 TL,Güngören
2156,3 + 1,120.0,99 ,1. Kat,30 Yaşında,Merkezi,Eşyalı,Uygun,Kat Mülkiyeti,1,530.000 TL,Güngören
2157,2 + 1,90.0,80 ,4. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,425.000 TL,Güngören
2158,2 + 1,95.0,85 ,5. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,295.000 TL,Güngören
2159,2 + 1,90.0,80 ,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Güngören
2160,3 + 1,115.0,105 ,2. Kat,22 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,230.000 TL,Güngören
2161,3 + 1,125.0,120 ,5. Kat,21 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,280.000 TL,Güngören
2162,5 + 2,190.0,180 ,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,779.000 TL,Güngören
2163,3 + 2,140.0,130 ,Giriş Katı,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,255.000 TL,Güngören
2178,4 + 2,270.0,210 ,10. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,2.750.000 TL,Kadıköy
2179,3 + 1,160.0,120 ,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.700.000 TL,Kadıköy
2180,4 + 1,220.0,155 ,13. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,3.750.000 TL,Kadıköy
2181,3 + 1,143.0,109 ,12. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,3.050.000 TL,Kadıköy
2182,3 + 1,134.0,100 ,12. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.600.000 TL,Kadıköy
2183,4 + 1,200.0,150 ,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,6.250.000 TL,Kadıköy
2184,4 + 1,190.0,145 ,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,3.250.000 TL,Kadıköy
2185,3 + 1,160.0,120 ,6. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,4.250.000 TL,Kadıköy
2186,4 + 1,225.0,165 ,16. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,7.750.000 TL,Kadıköy
2187,4 + 1,270.0,210 ,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,7.000.000 TL,Kadıköy
2188,3 + 2,250.0,200 ,11. Kat,4 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,2.300.000 TL,Kadıköy
2189,2 + 1,100.0,82 ,7. Kat,4 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.200.000 TL,Kadıköy
2190,3 + 1,130.0,100 ,6. Kat,42 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,645.000 TL,Kadıköy
2191,4 + 2,390.0,320 ,8. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,4,10.000.000 TL,Kadıköy
2192,4 + 1,255.0,185 ,5. Kat,2 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,4.750.000 TL,Kadıköy
2193,3 + 1,180.0,145 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,3.250.000 TL,Kadıköy
2194,6 + 2,300.0,250 ,12. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,2.500.000 TL,Kadıköy
2195,3 + 1,118.0,92 ,12. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,1.195.000 TL,Kadıköy
2196,3 + 1,113.0,105 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.400.000 TL,Kadıköy
2197,3 + 1,125.0,105 ,3. Kat,28 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,965.000 TL,Kadıköy
2198,4 + 1,212.0,171 ,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,3.600.000 TL,Kadıköy
2199,4 + 1,195.0,155 ,7. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.950.000 TL,Kadıköy
2200,3 + 1,135.0,100 ,6. Kat,2 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.175.000 TL,Kadıköy
2201,3 + 1,130.0,100 ,6. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,950.000 TL,Kadıköy
2202,3 + 1,158.0,120 ,7. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.550.000 TL,Kadıköy
2203,2 + 1,80.0,60 ,Giriş Katı,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,530.000 TL,Kadıköy
2204,4 + 1,324.0,260 ,12. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,4.750.000 TL,Kadıköy
2205,5 + 2,424.0,300 ,10. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,5,12.000.000 TL,Kadıköy
2206,6 + 2,450.0,400 ,3. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,4,9.975.000 TL,Kadıköy
2207,4 + 1,220.0,155 ,14. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,4.100.000 TL,Kadıköy
2208,3 + 1,140.0,120 ,3. Kat,23 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,965.000 TL,Kadıköy
2209,4 + 1,190.0,150 ,11. Kat,28 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,1.575.000 TL,Kadıköy
2210,3 + 1,135.0,100 ,13. Kat,1 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.200.000 TL,Kadıköy
2211,4 + 1,287.0,215 ,12. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,5.250.000 TL,Kadıköy
2212,4 + 1,190.0,160 ,11. Kat,26 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.575.000 TL,Kadıköy
2213,3 + 1,135.0,100 ,3. Kat,34 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,965.000 TL,Kadıköy
2214,4 + 1,225.0,175 ,10. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,2.900.000 TL,Kadıköy
2215,3 + 1,125.0,93 ,5. Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.450.000 TL,Kadıköy
2216,3 + 1,145.0,115 ,10. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,990.000 TL,Kadıköy
2217,3 + 1,140.0,100 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.450.000 TL,Kadıköy
2218,5 + 2,370.0,320 ,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,4,5.800.000 TL,Kadıköy
2219,3 + 1,135.0,100 ,3. Kat,31 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,965.000 TL,Kadıköy
2220,4 + 1,165.0,Belirtilmemiş,11. Kat,1 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.725.000 TL,Kadıköy
2221,4 + 1,225.0,170 ,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,5.300.000 TL,Kadıköy
2222,3 + 1,125.0,110 ,1. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,525.000 TL,Kadıköy
2223,3 + 1,145.0,110 ,6. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,695.000 TL,Kadıköy
2224,2 + 1,103.0,Belirtilmemiş,11. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,1.150.000 TL,Kadıköy
2225,4 + 1,350.0,280 ,5. Kat,31 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,7.900.000 TL,Kadıköy
2226,4 + 1,190.0,145 ,7. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.650.000 TL,Kadıköy
2227,4 + 1,170.0,130 ,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.900.000 TL,Kadıköy
2228,2 + 1,100.0,Belirtilmemiş,5. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.250.000 TL,Kadıköy
2229,4 + 1,200.0,Belirtilmemiş,3. Kat,45 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.450.000 TL,Kadıköy
2230,5 + 2,320.0,Belirtilmemiş,12. Kat,1 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,6.900.000 TL,Kadıköy
2231,3 + 1,130.0,95 ,6. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.230.000 TL,Kadıköy
2232,4 + 1,220.0,162 ,10. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.550.000 TL,Kadıköy
2233,3 + 1,140.0,110 ,3. Kat,27 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,965.000 TL,Kadıköy
2234,3 + 1,135.0,95 ,3. Kat,34 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,965.000 TL,Kadıköy
2235,4 + 1,329.0,Belirtilmemiş,21 ve üzeri,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.100.000 TL,Kadıköy
2236,4 + 1,185.0,138 ,3. Kat,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.525.000 TL,Kadıköy
2237,2 + 1,95.0,80 ,Bahçe Katı,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,375.000 TL,Kadıköy
2238,3 + 1,125.0,90 ,6. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.175.000 TL,Kadıköy
